"siteid","sitename","itemid","itemname","itemengname","itemunit","monitormonth","concentration"
26,"苗栗",10,"風速","WIND_SPEED","m/sec",202306,"2"
26,"苗栗",7,"二氧化氮","NO2","ppb",202306,"5.3"
26,"苗栗",6,"一氧化氮","NO","ppb",202306,"1.7"
26,"苗栗",5,"氮氧化物","NOx","ppb",202306,"7"
26,"苗栗",4,"懸浮微粒","PM10","μg/m3",202306,"18"
26,"苗栗",3,"臭氧","O3","ppb",202306,"24"
26,"苗栗",2,"一氧化碳","CO","ppm",202306,"0.16"
26,"苗栗",1,"二氧化硫","SO2","ppb",202306,"1.5"
25,"頭份",38,"相對濕度","RH","%",202306,"76"
25,"頭份",33,"細懸浮微粒","PM2.5","μg/m3",202306,"9"
25,"頭份",14,"溫度","AMB_TEMP","℃",202306,"29.4"
25,"頭份",10,"風速","WIND_SPEED","m/sec",202306,"2.1"
43,"新營",7,"二氧化氮","NO2","ppb",202306,"5.6"
43,"新營",6,"一氧化氮","NO","ppb",202306,"1.5"
43,"新營",5,"氮氧化物","NOx","ppb",202306,"7.2"
43,"新營",4,"懸浮微粒","PM10","μg/m3",202306,"18"
43,"新營",3,"臭氧","O3","ppb",202306,"22.2"
43,"新營",2,"一氧化碳","CO","ppm",202306,"0.17"
43,"新營",1,"二氧化硫","SO2","ppb",202306,"0.7"
42,"嘉義",38,"相對濕度","RH","%",202306,"80"
42,"嘉義",33,"細懸浮微粒","PM2.5","μg/m3",202306,"6"
42,"嘉義",14,"溫度","AMB_TEMP","℃",202306,"29.2"
42,"嘉義",10,"風速","WIND_SPEED","m/sec",202306,"1.4"
42,"嘉義",7,"二氧化氮","NO2","ppb",202306,"4.8"
42,"嘉義",6,"一氧化氮","NO","ppb",202306,"0.9"
42,"嘉義",5,"氮氧化物","NOx","ppb",202306,"5.8"
42,"嘉義",4,"懸浮微粒","PM10","μg/m3",202306,"21"
42,"嘉義",3,"臭氧","O3","ppb",202306,"24.4"
42,"嘉義",2,"一氧化碳","CO","ppm",202306,"0.17"
42,"嘉義",1,"二氧化硫","SO2","ppb",202306,"1.3"
41,"臺西",38,"相對濕度","RH","%",202306,"84"
41,"臺西",33,"細懸浮微粒","PM2.5","μg/m3",202306,"8"
41,"臺西",14,"溫度","AMB_TEMP","℃",202306,"29.2"
41,"臺西",10,"風速","WIND_SPEED","m/sec",202306,"2.3"
41,"臺西",7,"二氧化氮","NO2","ppb",202306,"4.8"
41,"臺西",6,"一氧化氮","NO","ppb",202306,"1.3"
41,"臺西",5,"氮氧化物","NOx","ppb",202306,"6.1"
41,"臺西",4,"懸浮微粒","PM10","μg/m3",202306,"21"
41,"臺西",3,"臭氧","O3","ppb",202306,"24.6"
41,"臺西",2,"一氧化碳","CO","ppm",202306,"0.14"
41,"臺西",1,"二氧化硫","SO2","ppb",202306,"1.1"
40,"朴子",38,"相對濕度","RH","%",202306,"80"
40,"朴子",33,"細懸浮微粒","PM2.5","μg/m3",202306,"8"
40,"朴子",14,"溫度","AMB_TEMP","℃",202306,"30"
40,"朴子",10,"風速","WIND_SPEED","m/sec",202306,"1.1"
40,"朴子",7,"二氧化氮","NO2","ppb",202306,"5"
40,"朴子",6,"一氧化氮","NO","ppb",202306,"1.5"
40,"朴子",5,"氮氧化物","NOx","ppb",202306,"6.5"
40,"朴子",4,"懸浮微粒","PM10","μg/m3",202306,"19"
40,"朴子",3,"臭氧","O3","ppb",202306,"24.9"
40,"朴子",2,"一氧化碳","CO","ppm",202306,"0.19"
40,"朴子",1,"二氧化硫","SO2","ppb",202306,"0.8"
39,"新港",38,"相對濕度","RH","%",202306,"80"
39,"新港",33,"細懸浮微粒","PM2.5","μg/m3",202306,"11"
39,"新港",14,"溫度","AMB_TEMP","℃",202306,"29.4"
39,"新港",10,"風速","WIND_SPEED","m/sec",202306,"1.5"
39,"新港",7,"二氧化氮","NO2","ppb",202306,"4.6"
39,"新港",6,"一氧化氮","NO","ppb",202306,"1.7"
39,"新港",5,"氮氧化物","NOx","ppb",202306,"6.4"
39,"新港",4,"懸浮微粒","PM10","μg/m3",202306,"23"
39,"新港",3,"臭氧","O3","ppb",202306,"24.8"
39,"新港",2,"一氧化碳","CO","ppm",202306,"0.16"
39,"新港",1,"二氧化硫","SO2","ppb",202306,"1.3"
38,"崙背",38,"相對濕度","RH","%",202306,"82"
38,"崙背",33,"細懸浮微粒","PM2.5","μg/m3",202306,"10"
38,"崙背",14,"溫度","AMB_TEMP","℃",202306,"29.5"
38,"崙背",10,"風速","WIND_SPEED","m/sec",202306,"1.2"
38,"崙背",7,"二氧化氮","NO2","ppb",202306,"4.1"
38,"崙背",6,"一氧化氮","NO","ppb",202306,"1.1"
38,"崙背",5,"氮氧化物","NOx","ppb",202306,"5.3"
38,"崙背",4,"懸浮微粒","PM10","μg/m3",202306,"25"
38,"崙背",3,"臭氧","O3","ppb",202306,"20.3"
38,"崙背",2,"一氧化碳","CO","ppm",202306,"0.15"
38,"崙背",1,"二氧化硫","SO2","ppb",202306,"1"
37,"斗六",38,"相對濕度","RH","%",202306,"78"
37,"斗六",33,"細懸浮微粒","PM2.5","μg/m3",202306,"7"
37,"斗六",14,"溫度","AMB_TEMP","℃",202306,"29.6"
37,"斗六",10,"風速","WIND_SPEED","m/sec",202306,"1.3"
37,"斗六",7,"二氧化氮","NO2","ppb",202306,"4.9"
37,"斗六",6,"一氧化氮","NO","ppb",202306,"1.3"
37,"斗六",5,"氮氧化物","NOx","ppb",202306,"6.3"
37,"斗六",4,"懸浮微粒","PM10","μg/m3",202306,"20"
37,"斗六",3,"臭氧","O3","ppb",202306,"25.1"
37,"斗六",2,"一氧化碳","CO","ppm",202306,"0.18"
37,"斗六",1,"二氧化硫","SO2","ppb",202306,"1.2"
36,"南投",38,"相對濕度","RH","%",202306,"78"
25,"頭份",7,"二氧化氮","NO2","ppb",202306,"5.2"
25,"頭份",6,"一氧化氮","NO","ppb",202306,"1.9"
25,"頭份",5,"氮氧化物","NOx","ppb",202306,"7.2"
25,"頭份",4,"懸浮微粒","PM10","μg/m3",202306,"20"
25,"頭份",3,"臭氧","O3","ppb",202306,"23.4"
25,"頭份",2,"一氧化碳","CO","ppm",202306,"0.19"
25,"頭份",1,"二氧化硫","SO2","ppb",202306,"1.4"
24,"新竹",38,"相對濕度","RH","%",202306,"75"
24,"新竹",33,"細懸浮微粒","PM2.5","μg/m3",202306,"7"
24,"新竹",14,"溫度","AMB_TEMP","℃",202306,"29.5"
24,"新竹",10,"風速","WIND_SPEED","m/sec",202306,"1.6"
24,"新竹",7,"二氧化氮","NO2","ppb",202306,"8.9"
24,"新竹",6,"一氧化氮","NO","ppb",202306,"1.5"
24,"新竹",5,"氮氧化物","NOx","ppb",202306,"10.6"
24,"新竹",4,"懸浮微粒","PM10","μg/m3",202306,"18"
24,"新竹",3,"臭氧","O3","ppb",202306,"22.2"
24,"新竹",2,"一氧化碳","CO","ppm",202306,"0.23"
24,"新竹",1,"二氧化硫","SO2","ppb",202306,"0.9"
23,"竹東",38,"相對濕度","RH","%",202306,"78"
23,"竹東",33,"細懸浮微粒","PM2.5","μg/m3",202306,"8"
23,"竹東",14,"溫度","AMB_TEMP","℃",202306,"28.5"
23,"竹東",10,"風速","WIND_SPEED","m/sec",202306,"1.3"
23,"竹東",7,"二氧化氮","NO2","ppb",202306,"4.8"
23,"竹東",6,"一氧化氮","NO","ppb",202306,"1.2"
23,"竹東",5,"氮氧化物","NOx","ppb",202306,"6.1"
23,"竹東",4,"懸浮微粒","PM10","μg/m3",202306,"20"
23,"竹東",3,"臭氧","O3","ppb",202306,"21.7"
23,"竹東",2,"一氧化碳","CO","ppm",202306,"0.18"
23,"竹東",1,"二氧化硫","SO2","ppb",202306,"0.5"
22,"湖口",38,"相對濕度","RH","%",202306,"78"
22,"湖口",33,"細懸浮微粒","PM2.5","μg/m3",202306,"9"
22,"湖口",14,"溫度","AMB_TEMP","℃",202306,"28.6"
22,"湖口",10,"風速","WIND_SPEED","m/sec",202306,"2.1"
22,"湖口",7,"二氧化氮","NO2","ppb",202306,"6.9"
22,"湖口",6,"一氧化氮","NO","ppb",202306,"1.4"
22,"湖口",5,"氮氧化物","NOx","ppb",202306,"8.4"
22,"湖口",4,"懸浮微粒","PM10","μg/m3",202306,"17"
22,"湖口",3,"臭氧","O3","ppb",202306,"23.4"
22,"湖口",2,"一氧化碳","CO","ppm",202306,"0.17"
22,"湖口",1,"二氧化硫","SO2","ppb",202306,"0.9"
21,"龍潭",38,"相對濕度","RH","%",202306,"85"
21,"龍潭",33,"細懸浮微粒","PM2.5","μg/m3",202306,"9"
21,"龍潭",14,"溫度","AMB_TEMP","℃",202306,"27.8"
21,"龍潭",10,"風速","WIND_SPEED","m/sec",202306,"1.3"
21,"龍潭",7,"二氧化氮","NO2","ppb",202306,"8"
21,"龍潭",6,"一氧化氮","NO","ppb",202306,"1.8"
21,"龍潭",5,"氮氧化物","NOx","ppb",202306,"9.9"
21,"龍潭",4,"懸浮微粒","PM10","μg/m3",202306,"20"
21,"龍潭",3,"臭氧","O3","ppb",202306,"23.5"
21,"龍潭",2,"一氧化碳","CO","ppm",202306,"0.23"
21,"龍潭",1,"二氧化硫","SO2","ppb",202306,"0.7"
20,"平鎮",38,"相對濕度","RH","%",202306,"77"
20,"平鎮",33,"細懸浮微粒","PM2.5","μg/m3",202306,"8"
20,"平鎮",14,"溫度","AMB_TEMP","℃",202306,"28.6"
20,"平鎮",10,"風速","WIND_SPEED","m/sec",202306,"1.8"
20,"平鎮",7,"二氧化氮","NO2","ppb",202306,"10.4"
20,"平鎮",6,"一氧化氮","NO","ppb",202306,"2.1"
20,"平鎮",5,"氮氧化物","NOx","ppb",202306,"12.6"
20,"平鎮",4,"懸浮微粒","PM10","μg/m3",202306,"20"
20,"平鎮",3,"臭氧","O3","ppb",202306,"22.7"
20,"平鎮",2,"一氧化碳","CO","ppm",202306,"0.24"
20,"平鎮",1,"二氧化硫","SO2","ppb",202306,"0.6"
19,"觀音",38,"相對濕度","RH","%",202306,"88"
19,"觀音",33,"細懸浮微粒","PM2.5","μg/m3",202306,"10"
19,"觀音",14,"溫度","AMB_TEMP","℃",202306,"28.9"
19,"觀音",10,"風速","WIND_SPEED","m/sec",202306,"2.5"
19,"觀音",7,"二氧化氮","NO2","ppb",202306,"6.9"
19,"觀音",6,"一氧化氮","NO","ppb",202306,"1.2"
19,"觀音",5,"氮氧化物","NOx","ppb",202306,"8.2"
19,"觀音",4,"懸浮微粒","PM10","μg/m3",202306,"20"
19,"觀音",3,"臭氧","O3","ppb",202306,"25.8"
19,"觀音",2,"一氧化碳","CO","ppm",202306,"0.16"
19,"觀音",1,"二氧化硫","SO2","ppb",202306,"0.9"
18,"大園",38,"相對濕度","RH","%",202306,"80"
18,"大園",33,"細懸浮微粒","PM2.5","μg/m3",202306,"8"
18,"大園",14,"溫度","AMB_TEMP","℃",202306,"28.5"
18,"大園",10,"風速","WIND_SPEED","m/sec",202306,"2.5"
18,"大園",7,"二氧化氮","NO2","ppb",202306,"9.5"
18,"大園",6,"一氧化氮","NO","ppb",202306,"1.8"
18,"大園",5,"氮氧化物","NOx","ppb",202306,"11.4"
18,"大園",4,"懸浮微粒","PM10","μg/m3",202306,"20"
18,"大園",3,"臭氧","O3","ppb",202306,"24.7"
18,"大園",2,"一氧化碳","CO","ppm",202306,"0.21"
18,"大園",1,"二氧化硫","SO2","ppb",202306,"1.2"
17,"桃園",38,"相對濕度","RH","%",202306,"78"
17,"桃園",33,"細懸浮微粒","PM2.5","μg/m3",202306,"13"
17,"桃園",14,"溫度","AMB_TEMP","℃",202306,"28.8"
17,"桃園",10,"風速","WIND_SPEED","m/sec",202306,"1.5"
17,"桃園",7,"二氧化氮","NO2","ppb",202306,"10.5"
17,"桃園",6,"一氧化氮","NO","ppb",202306,"1.8"
17,"桃園",5,"氮氧化物","NOx","ppb",202306,"12.3"
17,"桃園",4,"懸浮微粒","PM10","μg/m3",202306,"21"
17,"桃園",3,"臭氧","O3","ppb",202306,"23.8"
17,"桃園",2,"一氧化碳","CO","ppm",202306,"0.28"
17,"桃園",1,"二氧化硫","SO2","ppb",202306,"1.4"
16,"大同",38,"相對濕度","RH","%",202306,"75"
16,"大同",33,"細懸浮微粒","PM2.5","μg/m3",202306,"15"
16,"大同",14,"溫度","AMB_TEMP","℃",202306,""
16,"大同",10,"風速","WIND_SPEED","m/sec",202306,""
16,"大同",7,"二氧化氮","NO2","ppb",202306,"20.4"
16,"大同",6,"一氧化氮","NO","ppb",202306,"22.6"
16,"大同",5,"氮氧化物","NOx","ppb",202306,"43.2"
16,"大同",4,"懸浮微粒","PM10","μg/m3",202306,"27"
16,"大同",3,"臭氧","O3","ppb",202306,"14.4"
16,"大同",2,"一氧化碳","CO","ppm",202306,"0.97"
16,"大同",1,"二氧化硫","SO2","ppb",202306,"1.3"
15,"松山",38,"相對濕度","RH","%",202306,"77"
15,"松山",33,"細懸浮微粒","PM2.5","μg/m3",202306,"8"
15,"松山",14,"溫度","AMB_TEMP","℃",202306,"29.1"
15,"松山",10,"風速","WIND_SPEED","m/sec",202306,"0.8"
15,"松山",7,"二氧化氮","NO2","ppb",202306,"13"
15,"松山",6,"一氧化氮","NO","ppb",202306,"4.3"
15,"松山",5,"氮氧化物","NOx","ppb",202306,"17.4"
15,"松山",4,"懸浮微粒","PM10","μg/m3",202306,"19"
15,"松山",3,"臭氧","O3","ppb",202306,"20.5"
15,"松山",2,"一氧化碳","CO","ppm",202306,"0.28"
15,"松山",1,"二氧化硫","SO2","ppb",202306,"1.1"
14,"古亭",38,"相對濕度","RH","%",202306,"75"
14,"古亭",33,"細懸浮微粒","PM2.5","μg/m3",202306,"11"
14,"古亭",14,"溫度","AMB_TEMP","℃",202306,"29.2"
14,"古亭",10,"風速","WIND_SPEED","m/sec",202306,"1.3"
14,"古亭",7,"二氧化氮","NO2","ppb",202306,"10"
14,"古亭",6,"一氧化氮","NO","ppb",202306,"1.9"
14,"古亭",5,"氮氧化物","NOx","ppb",202306,"12"
14,"古亭",4,"懸浮微粒","PM10","μg/m3",202306,"19"
14,"古亭",3,"臭氧","O3","ppb",202306,"23.5"
14,"古亭",2,"一氧化碳","CO","ppm",202306,"0.26"
14,"古亭",1,"二氧化硫","SO2","ppb",202306,"0.7"
13,"萬華",38,"相對濕度","RH","%",202306,"74"
13,"萬華",33,"細懸浮微粒","PM2.5","μg/m3",202306,"10"
13,"萬華",14,"溫度","AMB_TEMP","℃",202306,"29.5"
13,"萬華",10,"風速","WIND_SPEED","m/sec",202306,"1.3"
13,"萬華",7,"二氧化氮","NO2","ppb",202306,"14.4"
13,"萬華",6,"一氧化氮","NO","ppb",202306,"3.3"
13,"萬華",5,"氮氧化物","NOx","ppb",202306,"17.7"
13,"萬華",4,"懸浮微粒","PM10","μg/m3",202306,"17"
13,"萬華",3,"臭氧","O3","ppb",202306,"22.3"
13,"萬華",2,"一氧化碳","CO","ppm",202306,"0.37"
13,"萬華",1,"二氧化硫","SO2","ppb",202306,"1.1"
12,"中山",38,"相對濕度","RH","%",202306,"76"
12,"中山",33,"細懸浮微粒","PM2.5","μg/m3",202306,"9"
12,"中山",14,"溫度","AMB_TEMP","℃",202306,"29.7"
12,"中山",10,"風速","WIND_SPEED","m/sec",202306,"1.4"
12,"中山",7,"二氧化氮","NO2","ppb",202306,"15.6"
12,"中山",6,"一氧化氮","NO","ppb",202306,"5.8"
12,"中山",5,"氮氧化物","NOx","ppb",202306,"21.5"
12,"中山",4,"懸浮微粒","PM10","μg/m3",202306,"22"
12,"中山",3,"臭氧","O3","ppb",202306,"20.1"
12,"中山",2,"一氧化碳","CO","ppm",202306,"0.41"
12,"中山",1,"二氧化硫","SO2","ppb",202306,"0.8"
11,"士林",38,"相對濕度","RH","%",202306,"85"
11,"士林",33,"細懸浮微粒","PM2.5","μg/m3",202306,"11"
11,"士林",14,"溫度","AMB_TEMP","℃",202306,"29.3"
11,"士林",10,"風速","WIND_SPEED","m/sec",202306,"1.4"
11,"士林",7,"二氧化氮","NO2","ppb",202306,"10.4"
11,"士林",6,"一氧化氮","NO","ppb",202306,"2.1"
11,"士林",5,"氮氧化物","NOx","ppb",202306,"12.6"
11,"士林",4,"懸浮微粒","PM10","μg/m3",202306,"20"
11,"士林",3,"臭氧","O3","ppb",202306,"24.6"
11,"士林",2,"一氧化碳","CO","ppm",202306,"0.24"
11,"士林",1,"二氧化硫","SO2","ppb",202306,"0.8"
10,"淡水",33,"細懸浮微粒","PM2.5","μg/m3",202306,"8"
10,"淡水",14,"溫度","AMB_TEMP","℃",202306,"28"
10,"淡水",10,"風速","WIND_SPEED","m/sec",202306,"1.7"
10,"淡水",7,"二氧化氮","NO2","ppb",202306,"8.5"
10,"淡水",6,"一氧化氮","NO","ppb",202306,"1.8"
10,"淡水",5,"氮氧化物","NOx","ppb",202306,"10.5"
10,"淡水",4,"懸浮微粒","PM10","μg/m3",202306,"17"
10,"淡水",3,"臭氧","O3","ppb",202306,"25.1"
10,"淡水",2,"一氧化碳","CO","ppm",202306,"0.23"
10,"淡水",1,"二氧化硫","SO2","ppb",202306,"1"
9,"林口",38,"相對濕度","RH","%",202306,"90"
9,"林口",33,"細懸浮微粒","PM2.5","μg/m3",202306,"9"
9,"林口",14,"溫度","AMB_TEMP","℃",202306,"28"
9,"林口",10,"風速","WIND_SPEED","m/sec",202306,"1.4"
9,"林口",7,"二氧化氮","NO2","ppb",202306,"10.1"
9,"林口",6,"一氧化氮","NO","ppb",202306,"2.6"
9,"林口",5,"氮氧化物","NOx","ppb",202306,"12.7"
9,"林口",4,"懸浮微粒","PM10","μg/m3",202306,"17"
9,"林口",3,"臭氧","O3","ppb",202306,"25.2"
9,"林口",2,"一氧化碳","CO","ppm",202306,"0.21"
9,"林口",1,"二氧化硫","SO2","ppb",202306,"0.9"
8,"菜寮",38,"相對濕度","RH","%",202306,"74"
8,"菜寮",33,"細懸浮微粒","PM2.5","μg/m3",202306,"10"
8,"菜寮",14,"溫度","AMB_TEMP","℃",202306,"29.8"
8,"菜寮",10,"風速","WIND_SPEED","m/sec",202306,"1.8"
8,"菜寮",7,"二氧化氮","NO2","ppb",202306,"12.7"
8,"菜寮",6,"一氧化氮","NO","ppb",202306,"2.8"
8,"菜寮",5,"氮氧化物","NOx","ppb",202306,"15.7"
8,"菜寮",4,"懸浮微粒","PM10","μg/m3",202306,"16"
8,"菜寮",3,"臭氧","O3","ppb",202306,"23.4"
8,"菜寮",2,"一氧化碳","CO","ppm",202306,"0.34"
8,"菜寮",1,"二氧化硫","SO2","ppb",202306,"1.2"
7,"新莊",38,"相對濕度","RH","%",202306,"78"
7,"新莊",33,"細懸浮微粒","PM2.5","μg/m3",202306,"10"
7,"新莊",14,"溫度","AMB_TEMP","℃",202306,"29"
7,"新莊",10,"風速","WIND_SPEED","m/sec",202306,"1.3"
7,"新莊",7,"二氧化氮","NO2","ppb",202306,"10.8"
7,"新莊",6,"一氧化氮","NO","ppb",202306,"2"
7,"新莊",5,"氮氧化物","NOx","ppb",202306,"12.8"
7,"新莊",4,"懸浮微粒","PM10","μg/m3",202306,"23"
7,"新莊",3,"臭氧","O3","ppb",202306,"24.2"
7,"新莊",2,"一氧化碳","CO","ppm",202306,"0.28"
7,"新莊",1,"二氧化硫","SO2","ppb",202306,"1"
6,"板橋",38,"相對濕度","RH","%",202306,"76"
6,"板橋",33,"細懸浮微粒","PM2.5","μg/m3",202306,"10"
6,"板橋",14,"溫度","AMB_TEMP","℃",202306,"29.3"
6,"板橋",10,"風速","WIND_SPEED","m/sec",202306,"1.5"
6,"板橋",7,"二氧化氮","NO2","ppb",202306,"11.9"
6,"板橋",6,"一氧化氮","NO","ppb",202306,"2.4"
6,"板橋",5,"氮氧化物","NOx","ppb",202306,"14.5"
6,"板橋",4,"懸浮微粒","PM10","μg/m3",202306,"19"
6,"板橋",3,"臭氧","O3","ppb",202306,"23.2"
6,"板橋",2,"一氧化碳","CO","ppm",202306,"0.34"
6,"板橋",1,"二氧化硫","SO2","ppb",202306,"0.7"
5,"土城",38,"相對濕度","RH","%",202306,"78"
5,"土城",33,"細懸浮微粒","PM2.5","μg/m3",202306,"8"
5,"土城",14,"溫度","AMB_TEMP","℃",202306,"29"
5,"土城",10,"風速","WIND_SPEED","m/sec",202306,"1.1"
5,"土城",7,"二氧化氮","NO2","ppb",202306,"11.2"
5,"土城",6,"一氧化氮","NO","ppb",202306,"3"
5,"土城",5,"氮氧化物","NOx","ppb",202306,"14.3"
5,"土城",4,"懸浮微粒","PM10","μg/m3",202306,"21"
5,"土城",3,"臭氧","O3","ppb",202306,"22.5"
5,"土城",2,"一氧化碳","CO","ppm",202306,"0.3"
5,"土城",1,"二氧化硫","SO2","ppb",202306,"1.2"
4,"新店",38,"相對濕度","RH","%",202306,"80"
4,"新店",33,"細懸浮微粒","PM2.5","μg/m3",202306,"7"
4,"新店",14,"溫度","AMB_TEMP","℃",202306,"28.9"
4,"新店",10,"風速","WIND_SPEED","m/sec",202306,"1.6"
4,"新店",7,"二氧化氮","NO2","ppb",202306,"7.8"
4,"新店",6,"一氧化氮","NO","ppb",202306,"1.9"
4,"新店",5,"氮氧化物","NOx","ppb",202306,"9.8"
4,"新店",4,"懸浮微粒","PM10","μg/m3",202306,"19"
4,"新店",3,"臭氧","O3","ppb",202306,"24.8"
4,"新店",2,"一氧化碳","CO","ppm",202306,"0.24"
4,"新店",1,"二氧化硫","SO2","ppb",202306,"0.5"
3,"萬里",38,"相對濕度","RH","%",202306,"81"
3,"萬里",33,"細懸浮微粒","PM2.5","μg/m3",202306,"10"
3,"萬里",14,"溫度","AMB_TEMP","℃",202306,"27.8"
3,"萬里",10,"風速","WIND_SPEED","m/sec",202306,"2"
3,"萬里",7,"二氧化氮","NO2","ppb",202306,"4.2"
3,"萬里",6,"一氧化氮","NO","ppb",202306,"1.3"
3,"萬里",5,"氮氧化物","NOx","ppb",202306,"5.6"
3,"萬里",4,"懸浮微粒","PM10","μg/m3",202306,"19"
3,"萬里",3,"臭氧","O3","ppb",202306,"27"
3,"萬里",2,"一氧化碳","CO","ppm",202306,"0.18"
3,"萬里",1,"二氧化硫","SO2","ppb",202306,"0.5"
2,"汐止",38,"相對濕度","RH","%",202306,"80"
2,"汐止",33,"細懸浮微粒","PM2.5","μg/m3",202306,"9"
2,"汐止",14,"溫度","AMB_TEMP","℃",202306,"29.1"
2,"汐止",10,"風速","WIND_SPEED","m/sec",202306,"1.3"
2,"汐止",7,"二氧化氮","NO2","ppb",202306,"11.7"
2,"汐止",6,"一氧化氮","NO","ppb",202306,"4.1"
2,"汐止",5,"氮氧化物","NOx","ppb",202306,"15.9"
2,"汐止",4,"懸浮微粒","PM10","μg/m3",202306,"20"
2,"汐止",3,"臭氧","O3","ppb",202306,"21"
2,"汐止",2,"一氧化碳","CO","ppm",202306,"0.26"
2,"汐止",1,"二氧化硫","SO2","ppb",202306,"1"
1,"基隆",38,"相對濕度","RH","%",202306,"84"
1,"基隆",33,"細懸浮微粒","PM2.5","μg/m3",202306,"10"
1,"基隆",14,"溫度","AMB_TEMP","℃",202306,"28.3"
1,"基隆",10,"風速","WIND_SPEED","m/sec",202306,"0.8"
1,"基隆",7,"二氧化氮","NO2","ppb",202306,"8.1"
1,"基隆",6,"一氧化氮","NO","ppb",202306,"2.3"
1,"基隆",5,"氮氧化物","NOx","ppb",202306,"10.5"
1,"基隆",4,"懸浮微粒","PM10","μg/m3",202306,"20"
1,"基隆",3,"臭氧","O3","ppb",202306,"23.2"
1,"基隆",2,"一氧化碳","CO","ppm",202306,"0.23"
1,"基隆",1,"二氧化硫","SO2","ppb",202306,"0.9"
36,"南投",14,"溫度","AMB_TEMP","℃",202306,"28.7"
36,"南投",10,"風速","WIND_SPEED","m/sec",202306,"1.4"
36,"南投",7,"二氧化氮","NO2","ppb",202306,"5.5"
36,"南投",6,"一氧化氮","NO","ppb",202306,"1.3"
36,"南投",5,"氮氧化物","NOx","ppb",202306,"6.9"
36,"南投",4,"懸浮微粒","PM10","μg/m3",202306,"19"
36,"南投",3,"臭氧","O3","ppb",202306,"23"
36,"南投",2,"一氧化碳","CO","ppm",202306,"0.18"
36,"南投",1,"二氧化硫","SO2","ppb",202306,"0.8"
35,"二林",38,"相對濕度","RH","%",202306,"83"
35,"二林",33,"細懸浮微粒","PM2.5","μg/m3",202306,"11"
35,"二林",14,"溫度","AMB_TEMP","℃",202306,"29.8"
35,"二林",10,"風速","WIND_SPEED","m/sec",202306,"1.8"
35,"二林",7,"二氧化氮","NO2","ppb",202306,"4.8"
36,"南投",33,"細懸浮微粒","PM2.5","μg/m3",202306,"8"
35,"二林",6,"一氧化氮","NO","ppb",202306,"0.8"
35,"二林",5,"氮氧化物","NOx","ppb",202306,"5.6"
35,"二林",4,"懸浮微粒","PM10","μg/m3",202306,"28"
35,"二林",3,"臭氧","O3","ppb",202306,"21.4"
35,"二林",2,"一氧化碳","CO","ppm",202306,"0.16"
35,"二林",1,"二氧化硫","SO2","ppb",202306,"1.4"
34,"線西",38,"相對濕度","RH","%",202306,"81"
34,"線西",33,"細懸浮微粒","PM2.5","μg/m3",202306,"12"
34,"線西",14,"溫度","AMB_TEMP","℃",202306,"29.1"
34,"線西",10,"風速","WIND_SPEED","m/sec",202306,"2.2"
34,"線西",7,"二氧化氮","NO2","ppb",202306,"5.3"
34,"線西",6,"一氧化氮","NO","ppb",202306,"1.4"
34,"線西",5,"氮氧化物","NOx","ppb",202306,"6.8"
34,"線西",4,"懸浮微粒","PM10","μg/m3",202306,"22"
34,"線西",3,"臭氧","O3","ppb",202306,"24"
34,"線西",2,"一氧化碳","CO","ppm",202306,"0.17"
34,"線西",1,"二氧化硫","SO2","ppb",202306,"1.1"
33,"彰化",38,"相對濕度","RH","%",202306,"75"
33,"彰化",33,"細懸浮微粒","PM2.5","μg/m3",202306,"11"
33,"彰化",14,"溫度","AMB_TEMP","℃",202306,"29.4"
33,"彰化",10,"風速","WIND_SPEED","m/sec",202306,"1.2"
33,"彰化",7,"二氧化氮","NO2","ppb",202306,"6.8"
33,"彰化",6,"一氧化氮","NO","ppb",202306,"1.6"
33,"彰化",5,"氮氧化物","NOx","ppb",202306,"8.5"
33,"彰化",4,"懸浮微粒","PM10","μg/m3",202306,"26"
33,"彰化",3,"臭氧","O3","ppb",202306,"24.6"
33,"彰化",2,"一氧化碳","CO","ppm",202306,"0.19"
33,"彰化",1,"二氧化硫","SO2","ppb",202306,"1.7"
32,"西屯",38,"相對濕度","RH","%",202306,"80"
32,"西屯",33,"細懸浮微粒","PM2.5","μg/m3",202306,"10"
32,"西屯",14,"溫度","AMB_TEMP","℃",202306,"29.1"
32,"西屯",10,"風速","WIND_SPEED","m/sec",202306,"1.8"
32,"西屯",7,"二氧化氮","NO2","ppb",202306,"7.8"
32,"西屯",6,"一氧化氮","NO","ppb",202306,"2.2"
32,"西屯",5,"氮氧化物","NOx","ppb",202306,"10.1"
32,"西屯",4,"懸浮微粒","PM10","μg/m3",202306,"23"
32,"西屯",3,"臭氧","O3","ppb",202306,"24.2"
32,"西屯",2,"一氧化碳","CO","ppm",202306,"0.19"
32,"西屯",1,"二氧化硫","SO2","ppb",202306,"1"
31,"忠明",38,"相對濕度","RH","%",202306,"81"
31,"忠明",33,"細懸浮微粒","PM2.5","μg/m3",202306,"9"
31,"忠明",14,"溫度","AMB_TEMP","℃",202306,"29.8"
31,"忠明",10,"風速","WIND_SPEED","m/sec",202306,"1.6"
21,"龍潭",6,"一氧化氮","NO","ppb",202307,"1.7"
21,"龍潭",10,"風速","WIND_SPEED","m/sec",202307,"1.7"
21,"龍潭",14,"溫度","AMB_TEMP","℃",202307,"28.9"
